Div;Date;HomeTeam;AwayTeam;FTR;HS;AS;HY;AY;HR;AR
D1;18.08.17;Bayern Munich;Leverkusen;H;13;19;1;2;0;0
D1;19.08.17;Hamburg;Augsburg;H;11;13;4;3;0;0
D1;19.08.17;Hertha;Stuttgart;H;10;9;2;1;0;0
D1;19.08.17;Hoffenheim;Werder Bremen;H;14;11;1;3;0;0
D1;19.08.17;Mainz;Hannover;A;14;6;3;5;0;0
D1;19.08.17;Schalke 04;RB Leipzig;H;11;12;2;2;0;0
D1;19.08.17;Wolfsburg;Dortmund;A;9;13;0;0;0;0
D1;20.08.17;Freiburg;Ein Frankfurt;D;7;15;1;2;0;0
D1;20.08.17;M'gladbach;FC Koln;H;22;13;3;2;0;0
D1;25.08.17;FC Koln;Hamburg;A;20;12;2;2;0;1
D1;26.08.17;Augsburg;M'gladbach;D;24;15;2;2;0;0
D1;26.08.17;Dortmund;Hertha;H;18;7;1;1;0;0
D1;26.08.17;Ein Frankfurt;Wolfsburg;A;12;7;3;1;0;0
D1;26.08.17;Leverkusen;Hoffenheim;D;16;6;2;2;0;0
D1;26.08.17;Stuttgart;Mainz;H;17;13;2;1;0;0
D1;26.08.17;Werder Bremen;Bayern Munich;A;4;19;1;1;0;0
D1;27.08.17;Hannover;Schalke 04;H;11;8;1;2;0;0
D1;27.08.17;RB Leipzig;Freiburg;H;29;7;2;0;0;1
D1;08.09.17;Hamburg;RB Leipzig;A;9;19;1;1;0;0
D1;09.09.17;Augsburg;FC Koln;H;10;13;0;0;0;0
D1;09.09.17;Freiburg;Dortmund;D;5;27;0;0;1;0
D1;09.09.17;Hoffenheim;Bayern Munich;H;6;23;3;1;0;0
D1;09.09.17;Mainz;Leverkusen;H;14;13;2;2;0;0
D1;09.09.17;M'gladbach;Ein Frankfurt;A;15;12;3;2;0;0
D1;09.09.17;Wolfsburg;Hannover;D;17;7;0;1;0;0
D1;10.09.17;Hertha;Werder Bremen;D;8;10;1;0;0;0
D1;10.09.17;Schalke 04;Stuttgart;H;12;11;1;1;0;0
